dataset,method,fraction_target_authors_with_AP_edge,fraction_authors_reaching_paper,fraction_authors_reaching_venue_via_AP_PV,fraction_reached_papers_with_PV_edge,AP_PV_path_multiplicity_mean,AP_PV_path_multiplicity_p50,AP_PV_path_multiplicity_p90,APA_feedback_path_count_mean,VPA_feedback_path_count_mean,paper_venue_entropy_mean,venue_degree_bucket_coverage,paper_degree_bucket_coverage,author_degree_bucket_coverage,per_class_venue_coverage_json,per_class_paper_coverage_json,venue_class_proxy_purity_trainval,paper_class_proxy_purity_trainval,uses_test_labels_for_proxy,failure_type,failure_reason,source_table,graph_seed,training_seed,official_hgb_exported,official_sehgnn_unmodified,attempted_official_sehgnn_run,training_executed,success,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,recovery_vs_native_full_micro,recovery_vs_native_full_macro,selector_input_semantics,uses_test_metrics_for_selection,selection_config_hash,source_gate,method_family,protocol_family,schema_compatible,target_preserving,uses_adapter_loader,uses_synthetic_nodes,uses_weighted_superedges,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_external_tp_table,eligible_for_standard_condensation_table,eligible_for_decision,diagnostic_only,uses_test_labels_for_selection,no_test_metric_used_for_selection,no_test_leakage,support_node_ratio,support_edge_ratio,structural_storage_ratio,raw_hgb_text_byte_ratio,preprocessed_cache_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio
ACM,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,039322c3aec625542c06a6a4044aa0de00f008eca89d51a208c5382b074e53f6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,039322c3aec625542c06a6a4044aa0de00f008eca89d51a208c5382b074e53f6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,039322c3aec625542c06a6a4044aa0de00f008eca89d51a208c5382b074e53f6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,039322c3aec625542c06a6a4044aa0de00f008eca89d51a208c5382b074e53f6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural20,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,039322c3aec625542c06a6a4044aa0de00f008eca89d51a208c5382b074e53f6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,1,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,964eccd79e24b71151785396de7f563103f35fa2c1f8d7d1d0b48b4ffbaac97e,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,2,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,964eccd79e24b71151785396de7f563103f35fa2c1f8d7d1d0b48b4ffbaac97e,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,3,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,964eccd79e24b71151785396de7f563103f35fa2c1f8d7d1d0b48b4ffbaac97e,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,4,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,964eccd79e24b71151785396de7f563103f35fa2c1f8d7d1d0b48b4ffbaac97e,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,best available external TP baseline,,,,,,,,,,,,,,,,,,,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,cross_dataset_runs,1,5,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,964eccd79e24b71151785396de7f563103f35fa2c1f8d7d1d0b48b4ffbaac97e,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
