dataset,method,method_family,requested_budget_type,requested_budget,actual_structural_storage_ratio,support_node_ratio,support_edge_ratio,total_node_ratio,total_edge_ratio,raw_hgb_text_byte_ratio,link_dat_bytes,node_dat_bytes,export_total_bytes,native_full_total_bytes,graph_seed_count,training_seed_count,test_micro_f1_mean,test_micro_f1_std,test_macro_f1_mean,test_macro_f1_std,validation_micro_f1_mean,validation_macro_f1_mean,recovery_vs_native_full_micro,recovery_vs_native_full_macro,full_minus_micro,full_minus_macro,schema_compatible,target_preserving,official_hgb_exported,official_sehgnn_unmodified,training_executed,eligible_for_main_table,failure_type,failure_reason,success,source_gate,source_path,selected_edge_hash,planner_config_hash,repo_url,traceback_path
DBLP,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
DBLP,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
DBLP,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Random-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Random-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Random-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Random-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Random-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Herding-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,KCenter-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,GraphSparsify-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP support_node_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP support_node_ratio=0.50 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.30 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.20 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,not_executed,Coarsening-HG-TP structural_storage_ratio=0.16 has no complete official SeHGNN 3x3 TP task result locally.,False,,,,,,
DBLP,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
DBLP,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
DBLP,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
DBLP,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
DBLP,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
ACM,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
ACM,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
IMDB,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
IMDB,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.,False,,,,,https://github.com/GooLiang/FreeHGC,
DBLP,HeSF-RCS-auto structural50,schema_preserving_rcs,structural_storage_ratio,0.5,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,1,5,0.9497888,0.001961691453822424,0.946167,0.0021242329439117753,,,0.9962325245858523,,0.0035914000000000224,,True,True,True,True,True,True,,,True,gate21_14,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,bea49e9a3e68d44baafd75257133b6024ee628509587c8c9a9be189930c837a8,1277b32f74f4f4cc2452627faca0d7628c67faf0db4d51ebd0880ae9b44c0036,,
DBLP,HeSF-RCS-auto structural30,schema_preserving_rcs,structural_storage_ratio,0.3,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,1,5,0.9497888,0.001961691453822424,0.946167,0.0021242329439117753,,,0.9962325245858523,,0.0035914000000000224,,True,True,True,True,True,True,,,True,gate21_14,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,bea49e9a3e68d44baafd75257133b6024ee628509587c8c9a9be189930c837a8,4a704b138d4d134cc142bcfebfb23abd61f86d64f8894590a2db7da04263ff91,,
DBLP,HeSF-RCS-auto structural20,schema_preserving_rcs,structural_storage_ratio,0.2,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,1,5,0.9497888,0.001961691453822424,0.946167,0.0021242329439117753,,,0.9962325245858523,,0.0035914000000000224,,True,True,True,True,True,True,,,True,gate21_14,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,bea49e9a3e68d44baafd75257133b6024ee628509587c8c9a9be189930c837a8,a50d9876706afcf510325c453596941e5ee7726cecc060d7ffc110b1fa8cb151,,
DBLP,HeSF-RCS-auto structural16,schema_preserving_rcs,structural_storage_ratio,0.16,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,1,5,0.9497888,0.001961691453822424,0.946167,0.0021242329439117753,,,0.9962325245858523,,0.0035914000000000224,,True,True,True,True,True,True,,,True,gate21_14,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,bea49e9a3e68d44baafd75257133b6024ee628509587c8c9a9be189930c837a8,23e285fede80cb0af48e105d629b50806ad6773502857f9444fbabd39ffcd3d7,,
DBLP,HeSF-RCS-auto structural12,schema_preserving_rcs,structural_storage_ratio,0.12,0.11951718894668302,0.30003171582619725,0.08797575615905429,,,0.5300203883188904,,,,,1,5,0.9447888000000001,0.003112726804587885,0.9405382,0.0032060959686197876,,,0.9909888540742896,,0.008591399999999916,,True,True,True,True,True,True,,,True,gate21_14,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,240529d8a23de77b2e84e2982b97536b1afd41eb1648bc112ccbca988d736476,e1573e8488ad75bf47007b991bb6325033ffcdda25001aa4e662dbadf0b58630,,
ACM,HeSF-RCS-auto structural50,schema_preserving_rcs,structural_storage_ratio,0.5,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.50.,False,,,,,,
ACM,HeSF-RCS-auto structural30,schema_preserving_rcs,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.30.,False,,,,,,
ACM,HeSF-RCS-auto structural20,schema_preserving_rcs,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.20.,False,,,,,,
ACM,HeSF-RCS-auto structural16,schema_preserving_rcs,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.16.,False,,,,,,
ACM,HeSF-RCS-auto structural12,schema_preserving_rcs,structural_storage_ratio,0.12,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.12.,False,,,,,,
IMDB,HeSF-RCS-auto structural50,schema_preserving_rcs,structural_storage_ratio,0.5,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.50.,False,,,,,,
IMDB,HeSF-RCS-auto structural30,schema_preserving_rcs,structural_storage_ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.30.,False,,,,,,
IMDB,HeSF-RCS-auto structural20,schema_preserving_rcs,structural_storage_ratio,0.2,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.20.,False,,,,,,
IMDB,HeSF-RCS-auto structural16,schema_preserving_rcs,structural_storage_ratio,0.16,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.16.,False,,,,,,
IMDB,HeSF-RCS-auto structural12,schema_preserving_rcs,structural_storage_ratio,0.12,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.12.,False,,,,,,
DBLP,HeSF-RCS-Rep,schema_preserving_rcs,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.,False,,,,,,
ACM,HeSF-RCS-Rep,schema_preserving_rcs,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.,False,,,,,,
IMDB,HeSF-RCS-Rep,schema_preserving_rcs,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.,False,,,,,,
